D:\MAE_AST_datasets\speechcommands_v1
yes/b49caed3_nohash_2.wav	16000	28
happy/9a7c1f83_nohash_1.wav	16000	9
five/b49caed3_nohash_3.wav	16000	6
right/563aa4e6_nohash_1.wav	16000	18
left/67961766_nohash_2.wav	16000	11
yes/b97c9f77_nohash_0.wav	16000	28
down/e71b4ce6_nohash_1.wav	16000	4
on/b49caed3_nohash_3.wav	16000	16
one/964e8cfd_nohash_4.wav	16000	17
one/b49caed3_nohash_4.wav	16000	17
five/9a7c1f83_nohash_3.wav	16000	6
sheila/caf9fceb_nohash_2.wav	16000	20
zero/b97c9f77_nohash_1.wav	16000	29
seven/d91a159e_nohash_0.wav	16000	19
five/5b1db3ee_nohash_2.wav	16000	6
six/022cd682_nohash_0.wav	14118	21
wow/283d7a53_nohash_0.wav	12288	27
six/0d53e045_nohash_2.wav	16000	21
six/b1f8326d_nohash_0.wav	16000	21
four/e71b4ce6_nohash_0.wav	16000	7
left/1cb788bc_nohash_0.wav	16000	11
bed/0ea0e2f4_nohash_0.wav	16000	0
tree/4f8ef132_nohash_0.wav	16000	24
six/f292725f_nohash_2.wav	16000	21
eight/3efef882_nohash_1.wav	16000	5
left/563aa4e6_nohash_2.wav	16000	11
three/ea356919_nohash_0.wav	14118	23
off/37dca74f_nohash_2.wav	16000	15
zero/97f4c236_nohash_3.wav	16000	29
four/964e8cfd_nohash_2.wav	16000	7
six/2aa787cf_nohash_0.wav	16000	21
dog/096456f9_nohash_0.wav	16000	3
on/4c7c95de_nohash_0.wav	16000	16
cat/9b3ea809_nohash_0.wav	16000	2
yes/37dca74f_nohash_4.wav	16000	28
cat/83957201_nohash_0.wav	16000	2
one/6021f08b_nohash_1.wav	16000	17
left/135c6841_nohash_0.wav	16000	11
down/e41a903b_nohash_0.wav	16000	4
eight/cd85758f_nohash_1.wav	16000	5
down/af130f12_nohash_1.wav	16000	4
nine/1b4c9b89_nohash_2.wav	16000	13
nine/fe1916ba_nohash_0.wav	16000	13
down/e1469561_nohash_1.wav	16000	4
tree/5e3dde6b_nohash_0.wav	16000	24
nine/f6af2457_nohash_0.wav	16000	13
left/a60a09cf_nohash_0.wav	16000	11
no/28497c5b_nohash_1.wav	16000	14
go/4290ca61_nohash_3.wav	16000	8
three/3c165869_nohash_1.wav	16000	23
dog/85834399_nohash_2.wav	16000	3
marvin/6e916de8_nohash_0.wav	16000	12
up/c22d3f18_nohash_2.wav	16000	26
no/881583a6_nohash_0.wav	16000	14
no/5c8af87a_nohash_0.wav	16000	14
eight/9a69672b_nohash_1.wav	16000	5
yes/48a8a69d_nohash_1.wav	16000	28
go/b1f8326d_nohash_1.wav	16000	8
four/5c8af87a_nohash_4.wav	16000	7
five/1528225c_nohash_0.wav	16000	6
stop/1fe4c891_nohash_1.wav	16000	22
on/b49caed3_nohash_2.wav	16000	16
house/7e1054e7_nohash_1.wav	16000	10
nine/692a88e6_nohash_1.wav	16000	13
bird/f5496439_nohash_0.wav	16000	1
down/412c675c_nohash_1.wav	16000	4
one/e41a903b_nohash_4.wav	16000	17
yes/5f814c23_nohash_1.wav	16000	28
five/95ba4996_nohash_3.wav	16000	6
up/9a69672b_nohash_0.wav	16000	26
yes/e71b4ce6_nohash_0.wav	16000	28
five/4845bb10_nohash_0.wav	16000	6
zero/6f2f57c1_nohash_0.wav	16000	29
off/44715c1c_nohash_0.wav	16000	15
no/b2e2773a_nohash_0.wav	16000	14
marvin/67961766_nohash_2.wav	16000	12
nine/a1533da4_nohash_1.wav	16000	13
four/97f4c236_nohash_1.wav	16000	7
house/43fc47a7_nohash_0.wav	16000	10
dog/f5496439_nohash_0.wav	16000	3
zero/964e8cfd_nohash_3.wav	16000	29
dog/82b99576_nohash_0.wav	16000	3
tree/d7467392_nohash_1.wav	14336	24
tree/0fa1e7a9_nohash_0.wav	16000	24
no/9a7c1f83_nohash_0.wav	16000	14
five/9b3ea809_nohash_0.wav	16000	6
eight/d103dd6e_nohash_0.wav	16000	5
cat/105a0eea_nohash_0.wav	16000	2
five/44715c1c_nohash_2.wav	16000	6
stop/1b4c9b89_nohash_4.wav	16000	22
house/1cb788bc_nohash_0.wav	16000	10
six/ffa76c4a_nohash_3.wav	16000	21
left/b11a05d2_nohash_0.wav	16000	11
bed/cc592808_nohash_0.wav	16000	0
up/f292725f_nohash_0.wav	16000	26
four/82b99576_nohash_0.wav	13654	7
three/692a88e6_nohash_2.wav	16000	23
zero/a4e8a997_nohash_0.wav	16000	29
tree/ffb86d3c_nohash_0.wav	16000	24
bed/d103dd6e_nohash_0.wav	16000	0
right/83957201_nohash_0.wav	16000	18
bed/b1f8326d_nohash_0.wav	16000	0
right/3efef882_nohash_0.wav	16000	18
off/cd85758f_nohash_0.wav	16000	15
on/1b4c9b89_nohash_1.wav	16000	16
happy/e9901cf0_nohash_0.wav	16000	9
seven/1b4c9b89_nohash_1.wav	16000	19
yes/105a0eea_nohash_2.wav	16000	28
four/e41a903b_nohash_0.wav	16000	7
three/b83c1acf_nohash_2.wav	16000	23
one/6205088b_nohash_1.wav	16000	17
on/d7467392_nohash_0.wav	10923	16
down/3efef882_nohash_0.wav	16000	4
off/ca48dc76_nohash_0.wav	16000	15
left/964e8cfd_nohash_1.wav	16000	11
dog/85834399_nohash_1.wav	16000	3
marvin/6f689791_nohash_1.wav	16000	12
five/7bae88ed_nohash_0.wav	16000	6
left/096456f9_nohash_0.wav	16000	11
cat/4c7c95de_nohash_1.wav	16000	2
dog/b737ee80_nohash_2.wav	13654	3
zero/5e3dde6b_nohash_2.wav	16000	29
down/7192fddc_nohash_1.wav	16000	4
up/37dca74f_nohash_1.wav	16000	26
five/24ad3ebe_nohash_0.wav	16000	6
eight/c22d3f18_nohash_3.wav	16000	5
bed/5b1db3ee_nohash_4.wav	16000	0
stop/9dc1889e_nohash_0.wav	15702	22
eight/fce96bac_nohash_1.wav	16000	5
go/5b1db3ee_nohash_0.wav	16000	8
two/91223b83_nohash_0.wav	16000	25
left/80c45ed6_nohash_1.wav	16000	11
no/9d171fee_nohash_0.wav	10240	14
three/8c7f81df_nohash_0.wav	16000	23
six/f264e0df_nohash_1.wav	16000	21
happy/5525ff66_nohash_0.wav	16000	9
four/50033893_nohash_0.wav	16000	7
one/37dca74f_nohash_0.wav	16000	17
happy/4c4d2526_nohash_0.wav	16000	9
zero/8ec6dab6_nohash_0.wav	16000	29
stop/b2e2773a_nohash_1.wav	16000	22
nine/bb31b82b_nohash_0.wav	16000	13
nine/a591c2ea_nohash_2.wav	16000	13
no/b49caed3_nohash_2.wav	16000	14
up/daf230ac_nohash_0.wav	15702	26
down/6f2f57c1_nohash_2.wav	16000	4
tree/ef2a3cfb_nohash_1.wav	16000	24
left/5c8af87a_nohash_4.wav	16000	11
yes/cd85758f_nohash_2.wav	16000	28
three/a2473d62_nohash_0.wav	14118	23
cat/26b28ea7_nohash_1.wav	16000	2
nine/5c8af87a_nohash_2.wav	16000	13
five/8fe52b97_nohash_0.wav	11606	6
sheila/af8b2f2c_nohash_0.wav	16000	20
eight/27c30960_nohash_0.wav	16000	5
