D:\MAE_AST_datasets\speechcommands_v2
down/97f4c236_nohash_1.wav	16000	5
right/0cb74144_nohash_0.wav	16000	22
bird/37dca74f_nohash_0.wav	16000	2
left/fce96bac_nohash_1.wav	16000	15
happy/5b1db3ee_nohash_0.wav	16000	12
follow/f9643d42_nohash_1.wav	16000	8
tree/c0e0f834_nohash_2.wav	16000	28
yes/37dca74f_nohash_2.wav	16000	33
cat/b11a05d2_nohash_0.wav	16000	3
left/e0c782d5_nohash_3.wav	16000	15
eight/97f4c236_nohash_1.wav	16000	6
tree/8c7f81df_nohash_0.wav	16000	28
zero/692a88e6_nohash_0.wav	16000	34
bed/f297e878_nohash_0.wav	16000	1
right/692a88e6_nohash_4.wav	16000	22
eight/cfde27ba_nohash_0.wav	16000	6
two/84d1e469_nohash_1.wav	16000	29
no/283d7a53_nohash_0.wav	16000	18
five/cfbedff9_nohash_3.wav	16000	7
learn/3d86b69a_nohash_2.wav	16000	14
dog/0cb74144_nohash_0.wav	16000	4
yes/c9e251d2_nohash_0.wav	9557	33
one/3efef882_nohash_1.wav	16000	21
forward/a6f2fd71_nohash_3.wav	16000	9
two/ca4d5368_nohash_5.wav	16000	29
tree/97f4c236_nohash_0.wav	16000	28
seven/bb05582b_nohash_4.wav	16000	23
stop/cfbedff9_nohash_1.wav	16000	26
seven/e1469561_nohash_2.wav	16000	23
dog/3df9a3d4_nohash_0.wav	16000	4
five/412c675c_nohash_0.wav	15604	7
on/283d7a53_nohash_1.wav	12971	20
five/ca4d5368_nohash_2.wav	16000	7
six/692a88e6_nohash_1.wav	16000	25
forward/5170b77f_nohash_2.wav	16000	9
zero/3d86b69a_nohash_3.wav	16000	34
on/f9643d42_nohash_2.wav	16000	20
yes/f2e59fea_nohash_3.wav	16000	33
happy/7bae88ed_nohash_1.wav	16000	12
three/e1469561_nohash_0.wav	16000	27
house/e5e54cee_nohash_0.wav	16000	13
stop/9a69672b_nohash_2.wav	16000	26
nine/db24628d_nohash_2.wav	16000	17
down/af130f12_nohash_2.wav	16000	5
on/a80f9f53_nohash_0.wav	16000	20
dog/85834399_nohash_2.wav	16000	4
go/ea356919_nohash_1.wav	14861	11
stop/837a0f64_nohash_1.wav	16000	26
house/18f8afd5_nohash_0.wav	16000	13
yes/6b889021_nohash_0.wav	16000	33
three/6f2f57c1_nohash_0.wav	16000	27
right/aa80f517_nohash_3.wav	16000	22
six/a6f2fd71_nohash_2.wav	16000	25
six/e9901cf0_nohash_1.wav	16000	25
up/aa80f517_nohash_0.wav	16000	30
off/68dd409e_nohash_1.wav	16000	19
go/553f1a79_nohash_1.wav	16000	11
three/d0faf7e4_nohash_2.wav	16000	27
wow/5f01c798_nohash_0.wav	16000	32
one/e41a903b_nohash_3.wav	16000	21
two/bed06fac_nohash_1.wav	16000	29
four/5170b77f_nohash_2.wav	16000	10
zero/1f3bece8_nohash_1.wav	16000	34
stop/cfde27ba_nohash_0.wav	16000	26
seven/c9b5ff26_nohash_1.wav	16000	23
four/f9643d42_nohash_0.wav	16000	10
happy/b737ee80_nohash_0.wav	11606	12
six/aa80f517_nohash_4.wav	16000	25
on/d9e9f554_nohash_2.wav	16000	20
wow/5744b6a7_nohash_0.wav	13654	32
zero/9a69672b_nohash_3.wav	16000	34
zero/5170b77f_nohash_2.wav	16000	34
follow/837a0f64_nohash_3.wav	16000	8
seven/4fd1443e_nohash_1.wav	16000	23
seven/3b4f8f24_nohash_2.wav	16000	23
stop/8fe67225_nohash_1.wav	16000	26
right/cd85758f_nohash_0.wav	16000	22
up/cfde27ba_nohash_0.wav	16000	30
forward/8fe67225_nohash_1.wav	16000	9
go/d103dd6e_nohash_0.wav	16000	11
up/653a48f5_nohash_0.wav	16000	30
nine/a1533da4_nohash_0.wav	16000	17
eight/c0e0f834_nohash_0.wav	16000	6
left/837a0f64_nohash_4.wav	16000	15
zero/8fe67225_nohash_3.wav	16000	34
left/d5b963aa_nohash_0.wav	16000	15
left/422d3197_nohash_0.wav	14336	15
nine/50033893_nohash_0.wav	16000	17
no/ef2a3cfb_nohash_0.wav	16000	18
forward/bb05582b_nohash_1.wav	16000	9
six/837a0f64_nohash_0.wav	16000	25
three/8fe67225_nohash_4.wav	16000	27
